ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh
PLZL,1,400,0.5125,0.3263822988533345,0.463629805456242,0.5611323785287659,0.1007575342106599,0.06486107419036555,0.3372471446781705,0.805,0.015038495585291656,0.9988758959477646
PLZL,2,400,0.48,0.8023236229954709,0.43146252672290986,0.5289179789010773,0.02962595382254612,0.0243747384102563,0.29429134833452397,0.78,0.016031677739054097,0.9988758959477646
PLZL,3,400,0.52,0.22664810827100487,0.4710820210989227,0.5685374732770901,0.17155465999922803,0.07342402491363742,0.2891281915375702,0.8125,0.015074112392635026,0.9988758959477646
PLZL,5,400,0.4825,0.7733518917289951,0.4339296820630707,0.5314032603579181,-0.08358150436306441,0.01015467153350866,0.25833394886391514,0.7775,0.015552239518960375,0.9988758959477646
GMKN,1,400,0.44,0.9929079384040589,0.3921534019514147,0.48898811492054695,-0.05683254239380692,-0.03822993805254035,0.3011994231507438,0.8225,0.012801126206594906,0.9988758959477646
GMKN,2,400,0.46,0.9505891065417176,0.4117689359158348,0.5089920753321397,-0.0891384493783862,-0.06083715528317372,0.2618969865845227,0.815,0.01400217479302586,0.9988758959477646
GMKN,3,400,0.5225,0.19767637700452917,0.4735685130017636,0.5710034181712508,0.08133768234052258,0.036281437267320193,0.19715187254354943,0.8175,0.01344944405668001,0.9988758959477646
GMKN,5,400,0.425,0.9988758959477646,0.3774935293944863,0.4739333666954657,-0.07170736168169314,-0.047884089312926745,0.2591149091911399,0.835,0.01323479945079622,0.9988758959477646
MAGN,1,400,0.4475,0.9842866822427846,0.39950002860195316,0.4964987986610134,-0.058294715929375025,-0.045342953973382345,0.3021011705677564,0.8,0.01508982128894734,0.9988758959477646
MAGN,2,400,0.445,0.9878360845980799,0.3970499227484684,0.4939964677174965,-0.027828168160860433,-0.022497264687820567,0.28040143240416476,0.765,0.016148986985914493,0.9988758959477646
MAGN,3,400,0.515,0.29118723976703065,0.46611266795606887,0.5636019528259407,0.15511974952628863,0.11727981163428598,0.29396480619676024,0.8025,0.015073616089689369,0.9988758959477646
MAGN,5,400,0.445,0.9878360845980799,0.3970499227484684,0.4939964677174965,0.05715895311165099,0.010393369190367464,0.3081951310588789,0.7875,0.01595327067574266,0.9988758959477646
ALRS,1,400,0.49,0.6736177011466655,0.4413384044602659,0.5388518483517277,-0.07692842115180563,-0.030599450334507672,0.3348284802056889,0.8275,0.01394791374299117,0.9988758959477646
ALRS,2,400,0.4825,0.7733518917289951,0.4339296820630707,0.5314032603579181,0.058515927443073656,0.006136161241236657,0.2924393465927805,0.8025,0.015821421989849916,0.9988758959477646
ALRS,3,400,0.4675,0.9115290291111475,0.41914492339919235,0.5164733982397869,0.14609080387551582,0.046452942189910744,0.24786712834720243,0.8,0.015335398411204779,0.9988758959477646
ALRS,5,400,0.5075,0.40131262704637327,0.458667706127959,0.5561896042630459,0.04969461518469627,0.13223942807839767,0.2546310629601526,0.8225,0.015169521663889726,0.9988758959477646
NLMK,1,400,0.4625,0.9394835815769507,0.4142263811170028,0.5114870669279734,-0.08623658598979268,-0.020326113033819815,0.32412683115385754,0.8225,0.015007032231166333,0.9988758959477646
NLMK,2,400,0.49,0.6736177011466655,0.4413384044602659,0.5388518483517277,0.0033648830753195418,-0.007580114068521385,0.3078630515690147,0.8025,0.015796391860401594,0.9988758959477646
NLMK,3,400,0.515,0.29118723976703065,0.46611266795606887,0.5636019528259407,0.25309695333076354,0.1002909846101212,0.302612960065408,0.8,0.01572095382592925,0.9988758959477646
NLMK,5,400,0.5025,0.4800653490181036,0.4537104387832728,0.5512419980137288,-0.019726017192103505,0.04021637110731734,0.3122017004894331,0.8225,0.015390842554374595,0.9988758959477646
CHMF,1,400,0.455,0.9679105891020774,0.4068577044508926,0.5039984332030787,-0.08018790479331761,-0.069548533408485,0.33914720322429803,0.81,0.014675185273240597,0.9988758959477646
CHMF,2,400,0.45,0.9798846301596811,0.40195136207927884,0.4989999019806892,-0.06044104838874215,-0.03435794210157647,0.33046047952171687,0.8025,0.01589088302426821,0.9988758959477646
CHMF,3,400,0.5275,0.14685405908089114,0.47854513130033327,0.5759316734666842,0.05451360496153245,0.02733257581813132,0.2746658863826725,0.815,0.01525643206870641,0.9988758959477646
CHMF,5,400,0.4475,0.9842866822427846,0.39950002860195316,0.4964987986610134,0.020999873550872347,-0.060009769672677474,0.2881918754567142,0.785,0.015528858136048047,0.9988758959477646
RUAL,1,400,0.5025,0.4800653490181036,0.4537104387832728,0.5512419980137288,0.07942325822266705,0.10357158948958656,0.3584424419955567,0.835,0.014920752034143616,0.9988758959477646
