horizon,mean_da,median_da,mean_pearson,mean_spearman,mean_amp,mean_cov,n_cells,n_signif_05
1,0.49,0.4875,-0.04239002531150118,-0.036941398987240866,0.11057883067256444,0.7753125,16,0
2,0.5040625,0.50125,-0.005164100510713198,-0.029955295309450534,0.10238445775030941,0.7865625,16,0
3,0.4875,0.48624999999999996,-0.014090143953559434,-0.04672422433353831,0.10210086783019141,0.78609375,16,0
5,0.488125,0.475,-0.042826848564725746,-0.06327161933069377,0.1005046890982881,0.8040625,16,0
