model,qlike_raw,qlike_cal,mz_r2_log,dm_raw_xl_vs_this,dm_cal_xl_vs_this
ewma,0.8556486143095453,0.6574485039176677,0.41057212708655444,-3.6333504165640953,-3.8775051556633477
garch,0.7317561526263358,0.6466768849290085,0.3818304729394867,-2.5745315865358758,-3.4450639968548376
har_rv,0.6500511105493899,0.7404472723738419,0.27221192748061995,-5.076383575437001,-2.5415769796845415
loghar,0.485736578860947,0.5390285139691217,0.515748243560548,1.3495945856335292,0.04955460803953024
loghar_pooled,0.4691247018965293,0.49985352836645863,0.5065162160292883,0.9056943944893058,0.8610554997701405
loghar_pooled_mkt,0.4552809162161438,0.48770332625781937,0.4914990279371119,0.7785263773963313,0.8058858387734795
chronos_rv_uni,0.5060244316007324,0.5499949957452127,0.4679726695766533,-0.10033222730941044,-0.805316698251413
chronos_rv_xl,0.5024931724121476,0.5278375586904079,0.5100127672370094,,
