,coef,se,t
const,-1.0551610436149685,0.22230433297673308,-4.746470882892797
chronos_rv_xl,0.5619374417054339,0.12978587998379904,4.329727099554895
loghar_pooled_mkt,0.2960440523992752,0.14992637825640606,1.9745961707483977
