horizon,mean_da,median_da,mean_pearson,mean_spearman,mean_amp,mean_cov,n_cells,n_signif_05
1,0.4839285714285714,0.4875,-0.037850036719827944,-0.03304922837924824,0.09047254238011934,0.7757142857142857,7,0
2,0.4939285714285714,0.4925,-0.03312276531815605,-0.04290733907998144,0.0950990741412352,0.7803571428571429,7,0
3,0.49785714285714283,0.505,-0.012942612536017402,-0.014647556243520087,0.09178476999806098,0.7721428571428571,7,0
5,0.5028571428571429,0.5,-0.03335965564434192,-0.03604991318244714,0.09769312907985572,0.7892857142857144,7,0
