ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh
SBER,1,400,0.51,0.36319345759156024,0.4611481516482723,0.558661595539734,0.0368097844911542,0.012274671653978556,0.17538697173277332,0.8,0.0037629925980165522,0.9505891065417176
SBER,2,400,0.485,0.7421284715039852,0.4363980471740593,0.5338873320439311,-0.05824624827245625,-0.08072983024569036,0.18396416132160365,0.7925,0.003666824430466202,0.9505891065417176
SBER,3,400,0.5125,0.326382298853335,0.463629805456242,0.5611323785287659,-0.08369204680260765,0.006361081442916821,0.17026991914581424,0.7925,0.003951960643160075,0.9505891065417176
SBER,5,400,0.525,0.17106119804202546,0.4760562161165593,0.5734681518534566,-0.06371383677799854,-0.062014520583409935,0.17682825058684945,0.8,0.00360730733743195,0.9505891065417176
SBERP,1,400,0.495,0.5986873729536268,0.44628359498707637,0.5438115314189205,0.048183135150125345,0.002757970250940363,0.18679189939249305,0.7825,0.0037475780339989873,0.9505891065417176
SBERP,2,400,0.49,0.6736177011466651,0.4413384044602659,0.5388518483517277,-0.07542489781869398,-0.08543093282829045,0.17521178746251936,0.7825,0.0036489204863889607,0.9505891065417176
SBERP,3,400,0.5125,0.326382298853335,0.463629805456242,0.5611323785287659,-0.046644397158810504,0.027117194904850296,0.16225936511673775,0.8,0.003915058418871053,0.9505891065417176
SBERP,5,400,0.49,0.6736177011466651,0.4413384044602659,0.5388518483517277,-0.06125154425512372,-0.06627048763110648,0.174618815778775,0.8025,0.0035937413324153844,0.9505891065417176
T,1,400,0.5325,0.10562313004912696,0.48352660176021306,0.5808550766008076,0.012919112158178597,0.05188987393878127,0.1941362135977252,0.8,0.004540723835697805,0.9505891065417176
T,2,400,0.51,0.36319345759156024,0.4611481516482723,0.558661595539734,-0.013071311986863164,-0.02372383042720296,0.17426134699269286,0.825,0.004368588150495391,0.9505891065417176
T,3,400,0.495,0.5986873729536268,0.44628359498707637,0.5438115314189205,0.010575607859491217,0.021581794949626455,0.15861138986132417,0.78,0.004971156469736449,0.9505891065417176
T,5,400,0.4625,0.9394835815769504,0.4142263811170028,0.5114870669279734,-0.036279296589681556,-0.11532153501905594,0.18769197946548377,0.8125,0.004409996523682415,0.9505891065417176
VTBR,1,400,0.51,0.36319345759156024,0.4611481516482723,0.558661595539734,-0.043443105223325215,-0.009934754696785918,0.16799477474200303,0.7925,0.004973573783189007,0.9505891065417176
VTBR,2,400,0.4675,0.9115290291111475,0.41914492339919235,0.5164733982397869,0.002955220438382731,-0.030016229136535816,0.16982674496680034,0.815,0.004673469368040823,0.9505891065417176
VTBR,3,400,0.5175,0.2578715284960148,0.4685967396420818,0.5660703179369293,0.030421144682701858,0.05333656101598431,0.15935247098661084,0.7825,0.0051825945839489174,0.9505891065417176
VTBR,5,400,0.46,0.9505891065417176,0.4117689359158348,0.5089920753321397,0.0015122047349360953,-0.05094604091456133,0.17041164151675303,0.8325,0.004662486582409689,0.9505891065417176
MOEX,1,400,0.4825,0.773351891728995,0.4339296820630707,0.5314032603579181,-0.049132411372445846,-0.012991802802294632,0.14655398827332894,0.7875,0.005117289788508309,0.9505891065417176
MOEX,2,400,0.49,0.6736177011466651,0.4413384044602659,0.5388518483517277,-0.03336296979583002,-0.006311482863785856,0.17191215584228836,0.8125,0.0045490513272644535,0.9505891065417176
MOEX,3,400,0.4775,0.8289388019579745,0.4289965818287492,0.5264314869982364,-0.011860087039213204,-0.004630078418959785,0.11278346055730971,0.775,0.005232085292640527,0.9505891065417176
MOEX,5,400,0.4725,0.8749438385618369,0.4240683265333157,0.5214548686996666,0.008034941614459093,-0.04060172932494737,0.1487729832621512,0.815,0.0045045965809523475,0.9505891065417176
BSPB,1,400,0.49,0.6736177011466651,0.4413384044602659,0.5388518483517277,-0.06538217348605245,-0.003470468300418123,0.1642909510283565,0.7925,0.005096234300777396,0.9505891065417176
BSPB,2,400,0.5025,0.4800653490181035,0.4537104387832728,0.5512419980137288,-0.07598707012377587,-0.048374668767311085,0.14223267116411403,0.775,0.005130104192756265,0.9505891065417176
BSPB,3,400,0.4775,0.8289388019579745,0.4289965818287492,0.5264314869982364,0.0015592362251600463,0.0118204799067999,0.1431020073206659,0.8,0.00498034703704166,0.9505891065417176
BSPB,5,400,0.4775,0.8289388019579745,0.4289965818287492,0.5264314869982364,0.024364904344787698,-0.07621401206290192,0.15178282052798792,0.77,0.004964829327262265,0.9505891065417176
CBOM,1,400,0.4725,0.8749438385618369,0.4240683265333157,0.5214548686996666,0.1090821676700426,-0.006674499663117506,0.16477929317530615,0.825,0.005252613909864945,0.9505891065417176
CBOM,2,400,0.5225,0.19767637700452875,0.4735685130017636,0.5710034181712508,0.02660165349653581,0.02044168216171764,0.1594402432316117,0.805,0.005558038575093358,0.9505891065417176
CBOM,3,400,0.475,0.8531459409191088,0.4265318481465433,0.5239437838834407,0.046852830942789594,0.044682951032172104,0.1488601685552329,0.78,0.0055956224524525856,0.9505891065417176
CBOM,5,400,0.485,0.7421284715039852,0.4363980471740593,0.5338873320439311,0.07937238050561957,-0.04355360044201561,0.1479693130133527,0.805,0.005511829631358666,0.9505891065417176
