variant,rebalance_days,ic,ic_t,ls_net_sharpe,ls_gross_sharpe,turnover,breakeven_bps,span_alpha_ann,span_alpha_t,fm_t,fm_t_over_chronos_and_classic,shape_mimic_oos_r2,fm_t_chronos_specific_part
qshape_SKEW,5,-0.00494256481334476,-0.5580009301187665,-1.5131620428633852,-0.7947590873266046,34.0302300234114,-20.967507004019392,-0.0036328496439291215,-0.13295819314440593,-0.49274087869350425,-1.335823607326059,0.2961093307669002,0.517793241823055
qshape_UPDOWN,5,-0.004950107289889672,-0.5588608017830604,-1.5134619489063252,-0.7951455288414816,34.028393193236624,-20.976637854338687,-0.00365010618308233,-0.1336674641009324,-0.4957874684327583,-1.3392297183225723,0.29611968763625474,0.5211753857661581
qshape_TAIL,5,-0.014964294560494645,-1.424516733880701,0.12503192874786614,0.7133640545508861,24.134658096168007,8.256034177565365,-0.03897460044513945,-1.5591465479939162,0.03820671438542945,1.4073203184224157,0.47959438574503477,-0.58987853665695
qshape_DOWN,5,-0.023386798903434865,-2.591783016456977,-0.969086027760582,-0.23023334435961976,32.970132050512,-11.475581410059618,-0.008008857952809473,-0.2985138497090048,-0.6898299425937869,-0.3799983391032842,0.24363086615756693,0.004345176693493391
qshape_PUP,5,0.08300348364470984,7.048928871954762,1.6901026559331984,2.3914366487262444,33.77956545653082,34.85746997742017,0.015590613072064618,0.8437723485485491,4.840164127226582,1.6784121226817208,0.503269152109193,3.651064797418181
