model,qlike_raw,qlike_cal,dm_raw_vs_sig_variance,dm_cal_vs_sig_variance,dm_raw_vs_ewma,dm_cal_vs_ewma,dm_raw_vs_garch,dm_cal_vs_garch
iqr80,1.0746186094255248,0.6415620940434745,4.883140681874338,0.22219268285210764,4.062233061913333,-0.7267862167176491,4.864710770435252,-0.18506004246548888
iqr50,1.5598476279492122,0.6673683145209772,5.843609848901998,0.9639242386170077,5.498183438428367,0.46216748219031306,5.780169287405296,0.2141578047610046
sig_variance,0.8470479413825224,0.6383443316636389,,,,,,
