ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
GMKN,1,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.03676389818697428,-0.1979333238539446,0.9625551995592208,0.05,0.015911600852887148,0.9996602258725034,last
GMKN,2,40,0.25,0.9996602258725034,0.14186967895549518,0.40194259066970106,-0.35971502201422695,-0.5597744360902255,0.9612784049502155,0.025,0.02140478908057803,0.9996602258725034,last
GMKN,3,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,0.15591316526396565,0.07242837811646478,0.6804610502664284,0.025,0.0169694734950989,0.9996602258725034,last
GMKN,5,40,0.325,0.9917054983125126,0.20084316962661725,0.4798254191110201,-0.12771090463863047,-0.0956766917293233,1.2989940065298378,0.0,0.019238767672237807,0.9996602258725034,last
PLZL,1,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.1990599649178606,0.19334865634104115,1.0570663390471058,0.0,0.02314331988925534,0.9996602258725034,last
PLZL,2,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,0.07295537460528775,0.07253108211647594,1.3354225521648029,0.0,0.0231027782898167,0.9996602258725034,last
PLZL,3,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.06673668665767325,0.0584455181467582,1.0196705015844074,0.0,0.025273110653913196,0.9996602258725034,last
PLZL,5,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.12538534694392126,0.1590429290911083,1.2964443888976285,0.0,0.022548725134138265,0.9996602258725034,last
MAGN,1,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,-0.00014863954353950683,-0.0386509686620616,0.9278217381096033,0.0,0.01659690571697118,0.9996602258725034,last
MAGN,2,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,-0.2660299025788018,-0.15716631635846984,0.9584782229742906,0.0,0.01912153165186268,0.9996602258725034,last
MAGN,3,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,0.05507855807909293,-0.058914583300423984,1.1716190121748316,0.0,0.017519270888453082,0.9996602258725034,last
MAGN,5,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.12963770505188246,-0.1474079301487499,0.7422170299209634,0.0,0.019360278022533418,0.9996602258725034,last
NLMK,1,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.2510520136408246,0.2568600781473899,0.9787987557332599,0.0,0.019281430862089034,0.9996602258725034,last
NLMK,2,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,-0.26242760899704515,-0.3098287621586074,1.0391601837878741,0.0,0.022681038382149004,0.9996602258725034,last
NLMK,3,40,0.35,0.9807613458578999,0.2213433317104915,0.5049440300646263,0.15949704292058603,-0.06285473059121667,1.075640534024856,0.0,0.024019864850362428,0.9996602258725034,last
NLMK,5,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,0.050341125500006655,0.009664555573087997,0.9426027914013426,0.0,0.02077581761739903,0.9996602258725034,last
MOEX,1,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,0.03570038914946936,-0.048226685030010936,0.9383792240469497,0.0,0.014638438663935781,0.9996602258725034,last
MOEX,2,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.14312099350062085,0.043743548153382585,1.003764023209174,0.0,0.01254300041351811,0.9996602258725034,last
MOEX,3,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.040769567733822835,0.0580811640751599,0.7379035260091077,0.0,0.014459774658005345,0.9996602258725034,last
MOEX,5,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,0.006166912595743212,0.00046935137503629375,1.2149945914637916,0.0,0.012910212407832916,0.9996602258725034,last
VTBR,1,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.321738972899732,0.12439607875216913,0.9615651394943673,0.0,0.012666948173110742,0.9996602258725034,last
VTBR,2,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.21571166289473304,-0.09964813610310147,1.2660287689652603,0.0,0.013790701395355352,0.9996602258725034,last
VTBR,3,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,0.1055866279404393,0.021952249191559258,0.8052445410895435,0.0,0.01518193919307978,0.9996602258725034,last
VTBR,5,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.08783337488531459,-0.02280084470155712,0.9545597784805213,0.0,0.012726837441265326,0.9996602258725034,last
SBER,1,40,0.6,0.13409362552738457,0.445956198273935,0.7365188938759863,0.051127822497192284,0.13039399624765483,0.3632027464606976,0.0,0.006802535728462872,0.9807613458578999,momentum5
SBER,2,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,0.08218569049388356,0.12966785741532122,0.4290544603066896,0.0,0.0060464297503013496,0.9807613458578999,momentum5
SBER,3,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.05148950873784141,-0.03433395872420263,0.3574978651537032,0.0,0.006407012167685601,0.9807613458578999,momentum5
SBER,5,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.09063335379395342,0.12460124070010607,0.4441819307672816,0.0,0.006026110232533785,0.9807613458578999,momentum5
GAZP,1,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,0.18828446391526948,0.11632270168855535,0.6748487148552231,0.0,0.012897235062480566,0.9807613458578999,momentum5
GAZP,2,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.030758412080197885,0.03490335959370441,0.5609687713599745,0.0,0.012840385019954973,0.9807613458578999,momentum5
GAZP,3,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.11227357875055903,0.07129455909943716,0.4907057515890948,0.0,0.01407870579150287,0.9807613458578999,momentum5
GAZP,5,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,-0.023985535178731837,0.06380184011752418,0.5793879469362928,0.0,0.01237589412299038,0.9807613458578999,momentum5
LKOH,1,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,0.08444657130891624,0.017260787992495315,0.7317630082017372,0.0,0.01003504462058725,0.9807613458578999,momentum5
LKOH,2,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.08338745804621364,0.12891724753158565,0.6039073283555842,0.0,0.010156773162948685,0.9807613458578999,momentum5
LKOH,3,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,-0.08591679195812298,-0.006566604127579738,0.5957733464637907,0.0,0.011654162542619704,0.9807613458578999,momentum5
LKOH,5,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,-0.0005859919706036845,0.10358416395550986,0.6656331146837163,0.0,0.009953110660429323,0.9807613458578999,momentum5
ROSN,1,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,0.08993032457740334,-0.014261587790975996,0.4820360345046293,0.0,0.00838413296174265,0.9807613458578999,momentum5
ROSN,2,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,-0.0628700857447054,-0.03680752796294213,0.44556961990738264,0.0,0.008086333502993367,0.9807613458578999,momentum5
ROSN,3,40,0.35,0.9807613458578999,0.2213433317104915,0.5049440300646263,-0.009945543872684719,-0.07954971857410884,0.3873155393095037,0.0,0.009414259482320992,0.9807613458578999,momentum5
