horizon,mean_da,median_da,mean_pearson,mean_spearman,mean_amp,mean_cov,n_cells,n_signif_05
1,0.47980769230769227,0.48,0.011292103050603887,0.02139224151712873,0.17696844508305393,0.7807692307692308,13,0
2,0.4821153846153846,0.4825,-0.032427092460724435,0.009498297532026408,0.14526270492959287,0.7803846153846153,13,0
3,0.47423076923076923,0.4725,0.013264590646120376,0.03131575845378584,0.13811351669746083,0.7819230769230768,13,0
5,0.4882692307692308,0.49,0.012473838761808012,0.01518641810328486,0.12007732954058335,0.78,13,0
