ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
LKOH,2,500,0.534,0.0699592627814865,0.4901815185143591,0.5773000074255396,0.0522365972716811,0.03452828024517267,0.001394852340461464,0.038,0.002431775180194144,0.6716089227022704,ar1
LKOH,3,500,0.482,0.8022446142825708,0.43850579699662956,0.5257686892704829,-0.018309791833548215,-0.048285123357122435,6.111275217120581e-05,0.038,0.0024080323053389616,0.9894623486960792,ar1
LKOH,5,500,0.492,0.6563183459598099,0.44840701227596835,0.5357149816205261,0.010497870916828404,0.0350541464425855,6.563697672119297e-08,0.018,0.0023478515097474072,0.9894623486960792,ar1
ROSN,1,500,0.474,0.8863933540402376,0.430597326218342,0.5177991539452649,0.011254553799287506,-0.041254791210322404,0.041437710012274906,0.04,0.0029634999874165653,0.9894623486960792,ar1
ROSN,2,500,0.482,0.8022446142825708,0.43850579699662956,0.5257686892704829,0.054368129025520774,0.001543779984444439,0.0011368673773440633,0.038,0.0028888117365503648,0.9894623486960792,ar1
ROSN,3,500,0.49,0.6885952840101188,0.4464253815391932,0.5337271108314249,-0.06360028522901331,-0.03613839480749472,3.930484068540007e-05,0.038,0.003004644631459674,0.9894623486960792,ar1
ROSN,5,500,0.486,0.7488128296233405,0.4424642011735621,0.5297492881453032,-0.04138275908306229,-0.016964581172893976,4.758588073707272e-08,0.018,0.0030687273468515326,0.9894623486960792,ar1
NVTK,1,500,0.478,0.8481663435029607,0.43455017112738104,0.5217853120879786,-0.03883173598644964,-0.055125704442472105,0.05936893343810053,0.038,0.0036466642060817116,0.9894623486960792,ar1
NVTK,2,500,0.522,0.17383208965650696,0.4782146879120214,0.565449828872619,-0.03557351504268821,0.008619435453441631,0.0020039953305771635,0.038,0.0033655011820327013,0.7154072024396997,ar1
NVTK,3,500,0.478,0.8481663435029607,0.43455017112738104,0.5217853120879786,0.025635489420155234,-0.02881275081612146,8.047979770467841e-05,0.038,0.0035048924694794205,0.9894623486960792,ar1
NVTK,5,500,0.47,0.9172142910952068,0.4266472654581187,0.5138102116537354,0.013228283089182615,-0.037847768432919315,1.2279480546968174e-07,0.018,0.0038648144057412026,0.999610116343281,ar1
TATN,1,500,0.534,0.0699592627814865,0.4901815185143591,0.5773000074255396,0.06789432238523962,0.045869878860699216,0.03972030854730123,0.038,0.0031380739600324965,0.6716089227022704,ar1
TATN,2,500,0.514,0.28051467762142235,0.47025071185469686,0.5575357988264379,0.09880772744671813,0.07836187488639254,0.0014891820550703406,0.038,0.0030847059540481006,0.7920414426957807,ar1
TATN,3,500,0.52,0.1977553857174292,0.47622265187905793,0.563472363379706,0.025469407484521644,-0.018207341314333037,4.928111377968392e-05,0.038,0.003272126424894539,0.7154072024396997,ar1
TATN,5,500,0.458,0.9728154910491661,0.41481382806562594,0.50182663989097,-0.013714042497884767,-0.026719850261399437,6.526761745283533e-08,0.018,0.00332035260569495,0.999610116343281,ar1
GMKN,1,500,0.548,0.01772831900634162,0.5041745952330335,0.5910934413879999,-0.09511344272880796,0.0051186741516586415,0.029137964298891907,0.044,0.003513856489794201,0.6716089227022704,ar1
GMKN,2,500,0.492,0.6563183459598099,0.44840701227596835,0.5357149816205261,-0.04087212068159791,-0.03460010619125077,0.0007526399188274467,0.044,0.0032998329143692964,0.9894623486960792,ar1
GMKN,3,500,0.514,0.28051467762142235,0.47025071185469686,0.5575357988264379,0.017925655423581554,0.017566221669713767,1.75627605663654e-05,0.046,0.0034017078344581496,0.7920414426957807,ar1
GMKN,5,500,0.454,0.9822716809936584,0.4108749466266584,0.49782651827818475,-0.025752298886778036,-0.057157955305292094,1.0013597954381542e-08,0.022,0.003454536277553752,0.999610116343281,ar1
PLZL,1,500,0.452,0.9858369196169022,0.4089065586120002,0.49582540476696657,0.013710992785837608,-0.09702283476573516,0.04237098153121016,0.042,0.0033467119418689336,0.999610116343281,ar1
PLZL,2,500,0.482,0.8022446142825708,0.43850579699662956,0.5257686892704829,0.00043871062496847094,-0.07001207720847588,0.0010742205701612382,0.042,0.003152865483044686,0.9894623486960792,ar1
PLZL,3,500,0.542,0.03330483459228645,0.4981733601090301,0.5851861719343742,0.08230631646555764,0.10743147514277301,3.922631308181506e-05,0.042,0.0034153414354433477,0.6716089227022704,ar1
PLZL,5,500,0.498,0.5533548781086955,0.45435606501666037,0.5416744334574632,0.07319450578776508,0.048684208621884335,3.810765782965646e-08,0.022,0.003158895058942264,0.9894623486960792,ar1
MAGN,1,500,0.53,0.09730415430394085,0.4861897883462646,0.5733527345418813,0.044795054996355776,0.047460315083959814,0.027095607224147056,0.038,0.00391543569083934,0.6816398757585743,ar1
MAGN,2,500,0.498,0.5533548781086955,0.45435606501666037,0.5416744334574632,-0.0003815228832053832,-0.03975756916523538,0.0006396706502281888,0.038,0.003290861212668557,0.9894623486960792,ar1
MAGN,3,500,0.528,0.11360664595976239,0.4841949689615891,0.5713780524006803,0.07221520533225191,0.033296798634019846,1.6245234362239675e-05,0.038,0.003503723459540542,0.6816398757585743,ar1
MAGN,5,500,0.476,0.8682336164995751,0.4325734008661452,0.5197925808233381,-0.015088282017670778,-0.06684153265188147,7.26075697750799e-09,0.018,0.003946641072280997,0.9894623486960792,ar1
NLMK,1,500,0.536,0.058718107752071994,0.4921784303653343,0.5792725971004405,-0.05774737969156274,0.0807413188658476,0.05010060527973387,0.038,0.0039003458732119857,0.6716089227022704,ar1
NLMK,2,500,0.504,0.44664512189130445,0.4603113571655595,0.5476276458861933,-0.04834087041573056,-0.02767539796701846,0.0019561382630252475,0.038,0.0034594763564428466,0.9744984477628461,ar1
NLMK,3,500,0.524,0.1518336564970393,0.4802074191766619,0.5674265991338547,0.013892975093133433,0.03256898757308591,8.992501728365295e-05,0.038,0.0036929435201211876,0.7154072024396997,ar1
NLMK,5,500,0.502,0.4821676772233252,0.4583255665425368,0.5456439349833396,-0.028234719602081154,-0.031707627929998414,1.4223505964752729e-07,0.018,0.003798573291655862,0.9894623486960792,ar1
MOEX,1,500,0.518,0.22356475076240614,0.4742313107295171,0.5614942030033705,0.03522765475192359,0.015811700547030457,0.043840051969038854,0.04,0.0029521689152141734,0.7154072024396997,ar1
MOEX,2,500,0.518,0.22356475076240614,0.4742313107295171,0.5614942030033705,0.020747876043809375,-0.001881144286625266,0.0010992966013630466,0.038,0.0030078927557612703,0.7154072024396997,ar1
MOEX,3,500,0.512,0.3114047159898812,0.4682614535997027,0.5555555555555556,-0.020075291932959864,-0.013473174338348808,3.200373338579148e-05,0.038,0.0030157249927952215,0.8304125759730164,ar1
MOEX,5,500,0.474,0.8863933540402376,0.430597326218342,0.5177991539452649,0.04434684628234806,-0.01610232988784614,2.558592983987934e-08,0.018,0.0031301463459736984,0.9894623486960792,ar1
VTBR,1,500,0.508,0.37713945567770435,0.4642850183794739,0.5515929877240316,-0.014518482096155787,0.02714953503340779,0.03572729418994934,0.046,0.0034935811154199275,0.9051346936264905,ar1
VTBR,2,500,0.484,0.7764352492375939,0.4404846519415505,0.5277593358514384,0.05502149170289744,0.008866329530192035,0.0010690900695391472,0.044,0.003313891169274106,0.9894623486960792,ar1
VTBR,3,500,0.482,0.8022446142825708,0.43850579699662956,0.5257686892704829,0.024340773088087807,-0.06756562517230608,2.8197851699501047e-05,0.044,0.0033347288064840626,0.9894623486960792,ar1
VTBR,5,500,0.426,0.999610116343281,0.38338181137240096,0.4697466321701727,-0.09503529312067986,-0.07157006696384283,3.3006706051612356e-08,0.022,0.0032092798036939146,0.999610116343281,ar1
