logged_at,track,tag,period,signal,book,exec_lag,cost_bps,borrow,ic_t,net_sharpe,daily_sr
2026-09-24T12:46:14,B,S3rvecon,ext_dev,voltarget_ew|chronos_rv_xl,voltarget_ew,1,5,0.05,-0.3920887866498308,
2026-09-24T12:46:17,B,S3rvecon,ext_dev,voltarget_mom|chronos_rv_uni,voltarget_mom,1,5,0.05,1.3299856175346945,
2026-09-24T12:46:17,B,S3rvecon,ext_dev,voltarget_mom|chronos_rv_xl,voltarget_mom,1,5,0.05,1.379436653717356,
2026-09-24T12:54:16,A,S3qshape_uni,ext_dev,qshape_SKEW,LS_5d,1,5,0.05,-2.0648310462421415,-2.0851491848591728,-0.13135205213348616
2026-09-24T12:54:19,A,S3qshape_uni,ext_dev,qshape_UPDOWN,LS_5d,1,5,0.05,-2.0651762016538395,-2.0861123344825088,-0.13141272485678837
2026-09-24T12:54:23,A,S3qshape_uni,ext_dev,qshape_TAIL,LS_5d,1,5,0.05,-2.130958835273059,-0.1937825065794874,-0.012207150496287176
2026-09-24T12:54:27,A,S3qshape_uni,ext_dev,qshape_DOWN,LS_5d,1,5,0.05,-3.0706933075218794,-1.2164454054470193,-0.07662885776904639
2026-09-24T12:54:31,A,S3qshape_uni,ext_dev,qshape_PUP,LS_5d,1,5,0.05,6.497092064479383,1.286773752208695,0.08105912718927756
2026-09-24T12:54:35,B,S3qshape_uni,ext_dev,vol_iqr80,vol_forecast,0,,,,
2026-09-24T12:54:35,B,S3qshape_uni,ext_dev,vol_iqr50,vol_forecast,0,,,,
2026-09-24T13:06:30,B,S3volattr,ext_dev,baseline_loghar,vol_forecast,0,,,,
2026-09-24T13:06:30,B,S3volattr,ext_dev,baseline_loghar_pooled,vol_forecast,0,,,,
2026-09-24T13:06:30,B,S3volattr,ext_dev,baseline_loghar_pooled_mkt,vol_forecast,0,,,,
2026-09-24T13:07:29,A,S3ref_cov,ext_dev,chronos,LS_5d,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T13:07:31,A,S3mimic_cov,ext_dev,mimic,LS_5d,1,5,0.05,5.712484468583975,2.038286540892977,0.1283999830450691
2026-09-24T13:07:32,A,S3mimic_cov,ext_dev,chronos_minus_mimic,LS_5d,1,5,0.05,2.488107325117426,-0.9499762449082909,-0.05984287846300779
2026-09-24T13:07:34,A,S3mimic_cov,ext_dev,mimic_ext,LS_5d,1,5,0.05,,,
2026-09-24T13:07:52,A,S3ref_cov,ext_dev,chronos,LS_5d,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T13:07:54,A,S3mimic_cov,ext_dev,mimic,LS_5d,1,5,0.05,5.712484468583975,2.038286540892977,0.1283999830450691
2026-09-24T13:07:55,A,S3mimic_cov,ext_dev,chronos_minus_mimic,LS_5d,1,5,0.05,2.488107325117426,-0.9499762449082909,-0.05984287846300779
2026-09-24T13:07:57,A,S3mimic_cov,ext_dev,mimic_ext,LS_5d,1,5,0.05,,,
2026-09-24T13:09:13,A,S3ref_cov,ext_dev,chronos,LS_5d,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T13:09:15,A,S3mimic_cov,ext_dev,mimic,LS_5d,1,5,0.05,5.712484468583975,2.038286540892977,0.1283999830450691
2026-09-24T13:09:17,A,S3mimic_cov,ext_dev,chronos_minus_mimic,LS_5d,1,5,0.05,2.488107325117426,-0.9499762449082909,-0.05984287846300779
2026-09-24T13:09:20,A,S3mimic_cov,ext_dev,mimic_ext,LS_5d,1,5,0.05,5.320631865607288,1.5671027400705284,0.09871819355034554
2026-09-24T13:09:21,A,S3mimic_cov,ext_dev,chronos_minus_mimic_ext,LS_5d,1,5,0.05,2.1772185105899684,-0.673058628418312,-0.042398708299073426
2026-09-24T13:09:24,A,S3combo_cov,ext_dev,combo_classic,LS_5d,1,5,0.05,4.158493617658211,1.313924956857854,0.0827694923154084
2026-09-24T13:09:25,A,S3combo_cov,ext_dev,combo_plus_chronos,LS_5d,1,5,0.05,4.170633659847449,1.2201396052350075,0.0768615704817227
2026-09-24T13:09:27,A,S3turn_cov,ext_dev,chronos_smooth_hl5,LS_5d,1,5,0.05,6.188995775386033,1.360848303201907,0.08572538529420164
2026-09-24T13:09:28,A,S3turn_cov,ext_dev,chronos_smooth_hl10,LS_5d,1,5,0.05,5.827681012939784,1.2113613218042474,0.07630859060325054
2026-09-24T13:09:29,A,S3turn_cov,ext_dev,chronos_smooth_hl21,LS_5d,1,5,0.05,5.286139573407547,0.9431778187706689,0.05941461787094138
2026-09-24T13:09:31,A,S3turn_cov,ext_dev,chronos_monthly,LS_21d,1,5,0.05,5.689382643323617,1.2833211469859795,0.08084163350369213
2026-09-24T13:09:33,A,S3turn_cov,ext_dev,chronos_smooth_hl10_monthly,LS_21d,1,5,0.05,4.502386189025822,0.9722187427690896,0.061244024126735394
2026-09-24T13:09:34,A,S3turn_cov,ext_dev,combo_plus_chronos_hl10,LS_5d,1,5,0.05,3.8159322071032626,0.84686716358615,0.053347616865609696
2026-09-24T13:09:35,A,S3turn_cov,ext_dev,combo_classic_hl10,LS_5d,1,5,0.05,3.3849276413003335,0.7862056280438912,0.0495262993134163
2026-09-24T13:09:37,B,S3volcal_cov,ext_dev,chronos_sig_calibrated,vol_forecast,0,,,,
2026-09-24T13:34:10,A,C_C0,ext_dev,uni|MED_SIG,LS,1,5,0.05,6.369977540252062,1.1705897040649624,0.07374022010115679
2026-09-24T13:34:10,B,C_C0,ext_dev,uni|SIG,vol_forecast,0,,,,
2026-09-24T13:34:12,A,C_C0,ext_dev,xl|MED_SIG,LS,1,5,0.05,5.4692709362832135,1.0051334214615724,0.06331745399111412
2026-09-24T13:34:12,B,C_C0,ext_dev,xl|SIG,vol_forecast,0,,,,
2026-09-24T13:34:14,A,C_C0,ext_dev,cov|MED_SIG,LS,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T13:34:14,B,C_C0,ext_dev,cov|SIG,vol_forecast,0,,,,
2026-09-24T13:34:16,A,C_C0,ext_dev,xl_cov|MED_SIG,LS,1,5,0.05,6.203150956968966,1.466773679296446,0.09239805678651442
2026-09-24T13:34:16,B,C_C0,ext_dev,xl_cov|SIG,vol_forecast,0,,,,
2026-09-24T13:34:18,A,C_C1,ext_dev,xl_sector|MED_SIG,LS,1,5,0.05,5.987475085500815,1.1891085207664336,0.0749067959003778
2026-09-24T13:34:18,B,C_C1,ext_dev,xl_sector|SIG,vol_forecast,0,,,,
2026-09-24T13:34:20,A,C_C1,ext_dev,xl_market|MED_SIG,LS,1,5,0.05,5.695016156466012,1.1876184225331967,0.07481292853480156
2026-09-24T13:34:20,B,C_C1,ext_dev,xl_market|SIG,vol_forecast,0,,,,
2026-09-24T13:34:23,A,C_C1,ext_dev,xl_liq|MED_SIG,LS,1,5,0.05,5.356180790183125,0.8981358417545589,0.05657724001991009
2026-09-24T13:34:23,B,C_C1,ext_dev,xl_liq|SIG,vol_forecast,0,,,,
2026-09-24T13:34:25,A,C_C1,ext_dev,xl_rand20|MED_SIG,LS,1,5,0.05,6.114187916590892,1.1834109186068815,0.07454788070076925
2026-09-24T13:34:25,B,C_C1,ext_dev,xl_rand20|SIG,vol_forecast,0,,,,
2026-09-24T13:34:27,A,C_C2,ext_dev,cov_sector|MED_SIG,LS,1,5,0.05,6.482046257279981,1.337641720406011,0.08426350798806899
2026-09-24T13:34:27,B,C_C2,ext_dev,cov_sector|SIG,vol_forecast,0,,,,
2026-09-24T13:34:29,A,C_C2,ext_dev,cov_fut|MED_SIG,LS,1,5,0.05,6.955892873800084,1.5732118512191617,0.09910303137965354
2026-09-24T13:34:29,B,C_C2,ext_dev,cov_fut|SIG,vol_forecast,0,,,,
2026-09-24T13:34:31,A,C_C3,ext_dev,ctx64|MED_SIG,LS,1,5,0.05,4.793433783439727,1.2161040462762889,0.07660735416253439
2026-09-24T13:34:31,B,C_C3,ext_dev,ctx64|SIG,vol_forecast,0,,,,
2026-09-24T13:34:33,A,C_C3,ext_dev,ctx128|MED_SIG,LS,1,5,0.05,4.755302547228487,0.8003386164794758,0.05041659390109984
2026-09-24T13:34:33,B,C_C3,ext_dev,ctx128|SIG,vol_forecast,0,,,,
2026-09-24T13:34:35,A,C_C3,ext_dev,ctx512|MED_SIG,LS,1,5,0.05,5.398893206011225,0.7702753044962956,0.04852278325599406
2026-09-24T13:34:35,B,C_C3,ext_dev,ctx512|SIG,vol_forecast,0,,,,
2026-09-24T13:34:37,A,C_C4,ext_dev,resid|MED_SIG,LS,1,5,0.05,5.76999937069005,1.815157386746253,0.11434416751839226
2026-09-24T13:34:37,B,C_C4,ext_dev,resid|SIG,vol_forecast,0,,,,
2026-09-24T13:34:39,A,C_C4,ext_dev,weekly|MED_SIG,LS,1,5,0.05,5.390932055474639,1.2428642072323073,0.07829308585143166
2026-09-24T13:34:39,B,C_C4,ext_dev,weekly|SIG,vol_forecast,0,,,,
2026-09-24T13:34:41,A,C_C4,ext_dev,logprice|MED_SIG,LS,1,5,0.05,2.5906282570271864,-0.14713878803610922,-0.009268872413214068
2026-09-24T13:34:41,B,C_C4,ext_dev,logprice|SIG,vol_forecast,0,,,,
2026-09-24T14:04:11,A,C_C0,ext_dev,uni|MED_SIG,LS,1,5,0.05,6.369977540252062,1.1705897040649624,0.07374022010115679
2026-09-24T14:04:11,B,C_C0,ext_dev,uni|SIG,vol_forecast,0,,,,
2026-09-24T14:04:13,A,C_C0,ext_dev,xl|MED_SIG,LS,1,5,0.05,5.4692709362832135,1.0051334214615724,0.06331745399111412
2026-09-24T14:04:13,B,C_C0,ext_dev,xl|SIG,vol_forecast,0,,,,
2026-09-24T14:04:15,A,C_C0,ext_dev,cov|MED_SIG,LS,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T14:04:15,B,C_C0,ext_dev,cov|SIG,vol_forecast,0,,,,
2026-09-24T14:04:17,A,C_C0,ext_dev,xl_cov|MED_SIG,LS,1,5,0.05,6.203150956968966,1.466773679296446,0.09239805678651442
2026-09-24T14:04:17,B,C_C0,ext_dev,xl_cov|SIG,vol_forecast,0,,,,
2026-09-24T14:04:19,A,C_C1,ext_dev,xl_sector|MED_SIG,LS,1,5,0.05,5.987475085500815,1.1891085207664336,0.0749067959003778
2026-09-24T14:04:19,B,C_C1,ext_dev,xl_sector|SIG,vol_forecast,0,,,,
2026-09-24T14:04:21,A,C_C1,ext_dev,xl_market|MED_SIG,LS,1,5,0.05,5.695016156466012,1.1876184225331967,0.07481292853480156
2026-09-24T14:04:21,B,C_C1,ext_dev,xl_market|SIG,vol_forecast,0,,,,
2026-09-24T14:04:23,A,C_C1,ext_dev,xl_liq|MED_SIG,LS,1,5,0.05,5.356180790183125,0.8981358417545589,0.05657724001991009
2026-09-24T14:04:23,B,C_C1,ext_dev,xl_liq|SIG,vol_forecast,0,,,,
2026-09-24T14:04:25,A,C_C1,ext_dev,xl_rand20|MED_SIG,LS,1,5,0.05,6.114187916590892,1.1834109186068815,0.07454788070076925
2026-09-24T14:04:25,B,C_C1,ext_dev,xl_rand20|SIG,vol_forecast,0,,,,
2026-09-24T14:04:27,A,C_C2,ext_dev,cov_sector|MED_SIG,LS,1,5,0.05,6.482046257279981,1.337641720406011,0.08426350798806899
2026-09-24T14:04:27,B,C_C2,ext_dev,cov_sector|SIG,vol_forecast,0,,,,
2026-09-24T14:04:29,A,C_C2,ext_dev,cov_fut|MED_SIG,LS,1,5,0.05,6.955892873800084,1.5732118512191617,0.09910303137965354
2026-09-24T14:04:29,B,C_C2,ext_dev,cov_fut|SIG,vol_forecast,0,,,,
